id,date_of_journey,mobile_number,adult_count,child_count,proceed_status,created_at,updated_at,fktrain_number,fksource_code,fkdestination_code,fkboarding_at,fkcoach_type,fkreservation_type,pnr,pnr_status,fkpassengerdata,fkpassengerdata_rac,seat_sequence_number,seat_status,current_seat_status,updated_seat_status,createdat,updatedat,coach,berth,fk_seatsondate_sl,seat_number,seat_status_copy,fkbookingdata,p_name,p_age,p_gender,preferred_berth,is_child,is_senior,is_adult,base_fare,cancellation_status,refund_amount
33304,2025-11-04,9262988879,5,0,true,Fri Oct 31 2025 21:57:40 GMT+0530 (India Standard Time),Fri Oct 31 2025 21:57:40 GMT+0530 (India Standard Time),6720,3241,528,3241,8,1,PNR001539,CNF,,,,CNF,EC1/3/AS,EC1/3/AS,,,,,,,,11212,Dev,77,M,,false,true,false,658.5,false,
97271,2025-11-04,7651995217,2,0,false,Sat Nov 01 2025 06:44:32 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:44:32 GMT+0530 (India Standard Time),1606,2800,6056,2800,10,5,,,,,,,,,,,,,,,,32944,Gayathri,45,F,,false,false,true,85.5,false,
591513,2025-11-04,8139728823,4,0,true,Mon Nov 03 2025 21:43:30 GMT+0530 (India Standard Time),Mon Nov 03 2025 21:43:30 GMT+0530 (India Standard Time),1805,8092,7453,8092,1,1,PNR001468,CNF,,,,CNF,1A3/19/LB,1A3/19/LB,,,,,,,,199682,Vaishnavi,65,F,,false,true,false,732.5,false,
235914,2025-11-04,9715847107,2,0,false,Sat Nov 01 2025 10:07:21 GMT+0530 (India Standard Time),Sat Nov 01 2025 10:07:21 GMT+0530 (India Standard Time),238,52,2462,52,5,5,,,,,,,,,,,,,,,,79791,Divya,22,F,,false,false,true,736,false,
584249,2025-11-04,9562139290,4,0,true,Mon Nov 03 2025 21:27:22 GMT+0530 (India Standard Time),Mon Nov 03 2025 21:27:22 GMT+0530 (India Standard Time),1535,7294,2513,7294,10,3,PNR001467,CNF,,,,CNF,D1/94/AS,D1/94/AS,,,,,,,,197244,Saranya,31,F,,false,false,true,109.5250,false,
384241,2025-11-04,7517280757,2,0,false,Sat Nov 01 2025 21:56:40 GMT+0530 (India Standard Time),Sat Nov 01 2025 21:56:40 GMT+0530 (India Standard Time),238,52,2462,52,5,5,,,,,,,,,,,,,,,,129662,Megha,58,F,,false,true,false,368,false,
455418,2025-11-04,8153901551,5,1,false,Mon Nov 03 2025 06:05:42 GMT+0530 (India Standard Time),Mon Nov 03 2025 06:05:42 GMT+0530 (India Standard Time),6689,3641,5791,3641,5,4,,,,,,,,,,,,,,,,153690,Suresh,5,M,,true,false,true,1476600,false,
113150,2025-11-04,8811390233,4,0,true,Sat Nov 01 2025 07:07:23 GMT+0530 (India Standard Time),Sat Nov 01 2025 07:07:23 GMT+0530 (India Standard Time),1317,4183,5677,4183,1,1,PNR001459,CNF,,,,CNF,1A3/17/LB,1A3/17/LB,,,,,,,,38296,Sujatha,13,F,,false,false,true,1955,false,
448344,2025-11-04,7447074617,1,0,false,Sun Nov 02 2025 22:51:53 GMT+0530 (India Standard Time),Sun Nov 02 2025 22:51:53 GMT+0530 (India Standard Time),237,2462,52,2462,5,1,,,,,,,,,,,,,,,,151274,Neha,50,F,,false,false,true,736,false,
498023,2025-11-04,6457500349,5,0,false,Mon Nov 03 2025 07:19:35 GMT+0530 (India Standard Time),Mon Nov 03 2025 07:19:35 GMT+0530 (India Standard Time),237,2462,52,2462,5,4,,,,,,,,,,,,,,,,168089,Divyashree,11,F,,false,false,true,736600,false,
598220,2025-11-04,9451138935,4,1,true,Mon Nov 03 2025 21:58:22 GMT+0530 (India Standard Time),Mon Nov 03 2025 21:58:22 GMT+0530 (India Standard Time),6851,3552,99,3552,2,3,PNR001472,CNF,,,,CNF,A1/4/SU,A1/4/SU,,,,,,,,201971,Chandana,1,F,,true,false,true,645400,false,
544242,2025-11-04,8928682788,6,0,true,Mon Nov 03 2025 20:14:56 GMT+0530 (India Standard Time),Mon Nov 03 2025 20:14:56 GMT+0530 (India Standard Time),7019,2593,2989,2593,4,3,PNR001488,CNF,,,,CNF,EC1/12/LB,EC1/12/LB,,,,,,,,183617,Anup,50,M,,false,false,true,1168400,false,
68754,2025-11-04,6985833154,2,0,true,Fri Oct 31 2025 22:55:19 GMT+0530 (India Standard Time),Fri Oct 31 2025 22:55:19 GMT+0530 (India Standard Time),1991,793,2606,793,3,5,PNR001520,CNF,,,,CNF,B1/4/LB,B1/4/LB,,,,,,,,23259,Divya,54,F,,false,true,false,278.75,false,
113244,2025-11-04,8316295350,3,0,false,Sat Nov 01 2025 07:07:30 GMT+0530 (India Standard Time),Sat Nov 01 2025 07:07:30 GMT+0530 (India Standard Time),238,52,2462,52,5,9,,,,,,,,,,,,,,,,38328,Shiv,56,M,,false,false,true,736,false,
292287,2025-11-04,6351528727,2,1,true,Sat Nov 01 2025 11:33:20 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:33:20 GMT+0530 (India Standard Time),238,52,2462,52,5,1,PNR001458,CNF,,,,CNF,EA2/37/W,EA2/37/W,,,,,,,,98808,Apeksha,2,F,,true,false,true,736,false,
160830,2025-11-04,9220488487,4,2,true,Sat Nov 01 2025 08:16:24 GMT+0530 (India Standard Time),Sat Nov 01 2025 08:16:24 GMT+0530 (India Standard Time),236,52,2462,52,10,1,PNR001475,CNF,,,,CNF,2s2/21/AS,2s2/21/AS,,,,,,,,54382,Arpita,50,F,,false,false,true,91.5,false,
606252,2025-11-04,7503819467,4,1,true,Mon Nov 03 2025 22:16:14 GMT+0530 (India Standard Time),Mon Nov 03 2025 22:16:14 GMT+0530 (India Standard Time),604,5753,719,5753,2,1,PNR001470,CNF,,,,CNF,A3/16/SU,A3/16/SU,,,,,,,,204685,Hari,4,M,,true,false,true,1851,false,
610097,2025-11-04,6423035099,6,0,true,Mon Nov 03 2025 22:24:56 GMT+0530 (India Standard Time),Mon Nov 03 2025 22:24:56 GMT+0530 (India Standard Time),1155,1475,909,1475,2,4,PNR001467,CNF,,,,,,,,,,,,,,206004,Harsha,65,M,,false,true,false,3027600,false,
434786,2025-11-04,7832639181,6,0,true,Sun Nov 02 2025 22:28:31 GMT+0530 (India Standard Time),Sun Nov 02 2025 22:28:31 GMT+0530 (India Standard Time),1681,1859,4865,1859,10,1,PNR001469,CNF,,,,CNF,D5/86/MS,D5/86/MS,,,,,,,,146706,Gayathri,48,F,,false,false,true,170,false,
543070,2025-11-04,8614030953,5,0,false,Mon Nov 03 2025 20:12:51 GMT+0530 (India Standard Time),Mon Nov 03 2025 20:12:51 GMT+0530 (India Standard Time),6682,4290,5690,4290,5,3,,,,,,,,,,,,,,,,183221,Raghu,67,M,,false,true,false,1480400,false,
449169,2025-11-04,8746869763,1,0,true,Sun Nov 02 2025 22:53:19 GMT+0530 (India Standard Time),Sun Nov 02 2025 22:53:19 GMT+0530 (India Standard Time),1042,2334,4776,2334,3,6,PNR001489,CNF,,,,CNF,B1/3/UB,B1/3/UB,,,,,,,,151558,Lalitha,22,F,,false,false,true,498,false,
501658,2025-11-04,8722357688,4,0,false,Mon Nov 03 2025 07:25:56 GMT+0530 (India Standard Time),Mon Nov 03 2025 07:25:56 GMT+0530 (India Standard Time),6682,4945,5690,4945,5,1,,,,,,,,,,,,,,,,169335,Rajendra,45,M,,false,false,true,2000,false,
592905,2025-11-04,7563767251,2,0,true,Mon Nov 03 2025 21:46:35 GMT+0530 (India Standard Time),Mon Nov 03 2025 21:46:35 GMT+0530 (India Standard Time),7295,4650,7001,4650,4,4,PNR001474,CNF,,,,CNF,EC1/13/MB,EC1/13/MB,,,,,,,,200164,Sagar,60,M,,false,false,true,2036600,false,
329012,2025-11-04,9502927510,2,0,false,Sat Nov 01 2025 12:34:28 GMT+0530 (India Standard Time),Sat Nov 01 2025 12:34:28 GMT+0530 (India Standard Time),6683,5690,4945,5690,5,9,,,,,,,,,,,,,,,,111174,Sneha,68,F,,false,true,false,1000,false,
290956,2025-11-04,7538744531,4,0,true,Sat Nov 01 2025 11:31:17 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:31:17 GMT+0530 (India Standard Time),7142,6237,6687,6237,3,9,PNR001463,CNF,,,,CNF,B1/3/UB,B1/3/UB,,,,,,,,98373,Sujatha,45,F,,false,false,true,755,false,
494809,2025-11-04,8176852922,5,1,true,Mon Nov 03 2025 07:14:01 GMT+0530 (India Standard Time),Mon Nov 03 2025 07:14:01 GMT+0530 (India Standard Time),3942,7338,8079,7338,4,3,PNR001467,CNF,,,,CNF,EC1/10/MB,EC1/10/MB,,,,,,,,167005,Sameer,34,M,,false,false,true,718400,false,
222567,2025-11-04,8799692050,2,0,true,Sat Nov 01 2025 09:47:34 GMT+0530 (India Standard Time),Sat Nov 01 2025 09:47:34 GMT+0530 (India Standard Time),7509,8630,465,8630,10,1,PNR001484,CNF,,,,CNF,D10/64/AS,D10/64/AS,,,,,,,,75280,Suhas,41,M,,false,false,true,172.5,false,
358848,2025-11-04,6159430500,2,0,true,Sat Nov 01 2025 21:13:41 GMT+0530 (India Standard Time),Sat Nov 01 2025 21:13:41 GMT+0530 (India Standard Time),2028,117,3293,117,4,5,PNR001447,CNF,,,,CNF,EC1/1/LB,EC1/1/LB,,,,,,,,121141,Komal,58,F,,false,true,false,493,false,
525750,2025-11-04,9434447950,5,0,true,Mon Nov 03 2025 08:08:13 GMT+0530 (India Standard Time),Mon Nov 03 2025 08:08:13 GMT+0530 (India Standard Time),1821,8602,5022,8602,10,3,PNR001473,CNF,,,,CNF,2s2/11/MS,2s2/11/MS,,,,,,,,177417,Subhash,66,M,,false,true,false,104250,false,
459920,2025-11-04,7284271885,6,0,true,Mon Nov 03 2025 06:13:31 GMT+0530 (India Standard Time),Mon Nov 03 2025 06:13:31 GMT+0530 (India Standard Time),7473,2421,8918,2421,2,1,PNR001470,CNF,,,,,,,,,,,,,,155218,Sindhu,54,F,,false,true,false,726,false,
458813,2025-11-04,9886556985,3,0,true,Mon Nov 03 2025 06:11:33 GMT+0530 (India Standard Time),Mon Nov 03 2025 06:11:33 GMT+0530 (India Standard Time),1389,8506,2818,8506,4,4,PNR001488,CNF,,,,CNF,EC1/18/MB,EC1/18/MB,,,,,,,,154838,Aarav,34,M,,false,false,true,434600,false,
317536,2025-11-04,7973877711,3,0,true,Sat Nov 01 2025 12:13:20 GMT+0530 (India Standard Time),Sat Nov 01 2025 12:13:20 GMT+0530 (India Standard Time),8279,8621,5775,8621,8,9,PNR001468,CNF,,,,CNF,EC1/9/WS,EC1/9/WS,,,,,,,,107296,Ravindra,45,M,,false,false,true,828,false,
386236,2025-11-04,6488070441,6,0,false,Sat Nov 01 2025 21:59:58 GMT+0530 (India Standard Time),Sat Nov 01 2025 21:59:58 GMT+0530 (India Standard Time),6679,8130,4758,8130,5,1,,,,,,,,,,,,,,,,130319,Subhash,7,M,,false,false,true,1220,false,
162896,2025-11-04,7981801928,5,1,false,Sat Nov 01 2025 08:19:29 GMT+0530 (India Standard Time),Sat Nov 01 2025 08:19:29 GMT+0530 (India Standard Time),237,2462,52,2462,5,9,,,,,,,,,,,,,,,,55104,Sandeep,72,M,,false,true,false,368,false,
167268,2025-11-04,7191577447,5,1,true,Sat Nov 01 2025 08:25:57 GMT+0530 (India Standard Time),Sat Nov 01 2025 08:25:57 GMT+0530 (India Standard Time),8180,4069,1859,4069,8,1,PNR001481,CNF,,,,CNF,EC3/42/AS,EC3/42/AS,,,,,,,,56599,Vijay,1,M,,true,false,true,1758,false,
122083,2025-11-04,8972127374,5,1,true,Sat Nov 01 2025 07:20:30 GMT+0530 (India Standard Time),Sat Nov 01 2025 07:20:30 GMT+0530 (India Standard Time),7953,2045,3241,2045,10,9,PNR001464,CNF,,,,CNF,2s1/60/WS,2s1/60/WS,,,,,,,,41359,Keerthana,13,F,,false,false,true,93,false,
558600,2025-11-04,9399613060,5,0,true,Mon Nov 03 2025 20:41:20 GMT+0530 (India Standard Time),Mon Nov 03 2025 20:41:20 GMT+0530 (India Standard Time),2127,4275,7405,4275,9,4,PNR001460,CNF,558600,,42,CNF,SL1/42/MB,SL1/42/MB,Mon Nov 03 2025 20:41:21 GMT+0530 (India Standard Time),Mon Nov 03 2025 20:41:21 GMT+0530 (India Standard Time),SL1,MB,66050,42,CNF,188546,Vandana,13,F,,false,false,true,365400,false,
289101,2025-11-04,9791609074,5,0,true,Sat Nov 01 2025 11:28:23 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:28:23 GMT+0530 (India Standard Time),416,60,692,60,10,1,PNR001471,CNF,,,,CNF,undefined/undefined/undefined,undefined/undefined/undefined,,,,,,,,97735,Ankita,22,F,,false,false,true,104.5,false,
238941,2025-11-04,7791742842,1,1,true,Sat Nov 01 2025 10:11:49 GMT+0530 (India Standard Time),Sat Nov 01 2025 10:11:49 GMT+0530 (India Standard Time),8266,1814,6577,1814,8,9,PNR001469,CNF,,,,CNF,EC1/9/WS,EC1/9/WS,,,,,,,,80818,Manoj,4,M,,true,false,true,1032,false,
543284,2025-11-04,7116172776,5,1,true,Mon Nov 03 2025 20:13:13 GMT+0530 (India Standard Time),Mon Nov 03 2025 20:13:13 GMT+0530 (India Standard Time),1624,4990,7119,4990,2,3,PNR001459,CNF,,,,,,,,,,,,,,183289,Pradeep,69,M,,false,true,false,2895400,false,
331209,2025-11-04,9760845982,2,1,true,Sat Nov 01 2025 12:38:09 GMT+0530 (India Standard Time),Sat Nov 01 2025 12:38:09 GMT+0530 (India Standard Time),1168,8558,1814,8558,2,1,PNR001483,CNF,,,,CNF,A3/17/LB,A3/17/LB,,,,,,,,111908,Vidya,21,F,,false,false,true,2727,false,
462794,2025-11-04,8598941018,3,2,true,Mon Nov 03 2025 06:18:28 GMT+0530 (India Standard Time),Mon Nov 03 2025 06:18:28 GMT+0530 (India Standard Time),6698,4945,3623,4945,8,1,PNR001482,CNF,,,,CNF,EC1/8/WS,EC1/8/WS,,,,,,,,156187,Anju,79,F,,false,true,false,321,false,
162521,2025-11-04,8293559658,2,0,true,Sat Nov 01 2025 08:18:54 GMT+0530 (India Standard Time),Sat Nov 01 2025 08:18:54 GMT+0530 (India Standard Time),14,7198,1503,7198,2,1,PNR001488,CNF,,,,CNF,A3/18/UB,A3/18/UB,,,,,,,,54965,Bindu,37,F,,false,false,true,1125,false,
264345,2025-11-04,8148818469,1,0,true,Sat Nov 01 2025 10:50:23 GMT+0530 (India Standard Time),Sat Nov 01 2025 10:50:23 GMT+0530 (India Standard Time),6685,260,1421,260,8,1,PNR001470,CNF,,,,CNF,EC3/42/AS,EC3/42/AS,,,,,,,,89440,Ankit,34,M,,false,false,true,1194,false,
523953,2025-11-04,9965321839,5,0,true,Mon Nov 03 2025 08:04:59 GMT+0530 (India Standard Time),Mon Nov 03 2025 08:04:59 GMT+0530 (India Standard Time),7342,50,7334,50,10,1,PNR001485,CNF,,,,CNF,D8/106/AS,D8/106/AS,,,,,,,,176800,Soumya,25,F,,false,false,true,115,false,
313453,2025-11-04,9881303448,2,1,true,Sat Nov 01 2025 12:06:10 GMT+0530 (India Standard Time),Sat Nov 01 2025 12:06:10 GMT+0530 (India Standard Time),7499,5552,3552,5552,1,1,PNR001461,CNF,,,,CNF,1A2/21/LB,1A2/21/LB,,,,,,,,105922,Sumitra,37,F,,false,false,true,1040,false,
528811,2025-11-04,6175180427,2,1,true,Mon Nov 03 2025 08:13:25 GMT+0530 (India Standard Time),Mon Nov 03 2025 08:13:25 GMT+0530 (India Standard Time),2081,868,6861,868,4,3,PNR001464,CNF,,,,CNF,EC1/12/LB,EC1/12/LB,,,,,,,,178416,Balaji,23,M,,false,false,true,850400,false,
550976,2025-11-04,6179995764,5,1,true,Mon Nov 03 2025 20:27:21 GMT+0530 (India Standard Time),Mon Nov 03 2025 20:27:21 GMT+0530 (India Standard Time),1295,4945,8390,4945,2,4,PNR001481,CNF,,,,,,,,,,,,,,185907,Supriya,57,F,,false,true,false,453600,false,
535898,2025-11-04,6572303153,3,1,false,Mon Nov 03 2025 19:59:54 GMT+0530 (India Standard Time),Mon Nov 03 2025 19:59:54 GMT+0530 (India Standard Time),7235,6634,2241,6634,3,3,,,,,,,,,,,,,,,,180784,Santosh,15,M,,false,false,true,852.5400,false,
562594,2025-11-04,8587955758,3,0,false,Mon Nov 03 2025 20:48:41 GMT+0530 (India Standard Time),Mon Nov 03 2025 20:48:41 GMT+0530 (India Standard Time),238,52,2462,52,5,1,,,,,,,,,,,,,,,,189914,Kiranmayi,43,F,,false,false,true,736,false,
309451,2025-11-04,8443436035,3,0,true,Sat Nov 01 2025 11:59:59 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:59:59 GMT+0530 (India Standard Time),242,7276,8675,7276,4,9,PNR001472,CNF,,,,CNF,EC1/4/LB,EC1/4/LB,,,,,,,,104534,Bhavya,43,F,,false,false,true,548,false,
313199,2025-11-04,7693274901,5,0,false,Sat Nov 01 2025 12:05:46 GMT+0530 (India Standard Time),Sat Nov 01 2025 12:05:46 GMT+0530 (India Standard Time),6684,5317,5775,5317,5,9,,,,,,,,,,,,,,,,105837,Aarti,61,F,,false,true,false,892,false,
437158,2025-11-04,8731859898,3,0,true,Sun Nov 02 2025 22:32:39 GMT+0530 (India Standard Time),Sun Nov 02 2025 22:32:39 GMT+0530 (India Standard Time),7420,3924,8633,3924,4,9,PNR001490,CNF,,,,CNF,EC1/1/LB,EC1/1/LB,,,,,,,,147509,Rohit,17,M,,false,false,true,518,false,
552368,2025-11-04,8412940305,1,0,true,Mon Nov 03 2025 20:29:57 GMT+0530 (India Standard Time),Mon Nov 03 2025 20:29:57 GMT+0530 (India Standard Time),1901,3412,7083,3412,4,4,PNR001465,CNF,,,,CNF,EC1/13/MB,EC1/13/MB,,,,,,,,186397,Divyashree,44,F,,false,false,true,734600,false,
288585,2025-11-04,8749928305,4,0,true,Sat Nov 01 2025 11:27:38 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:27:38 GMT+0530 (India Standard Time),1769,1812,1193,1812,10,1,PNR001479,CNF,,,,CNF,2s2/11/MS,2s2/11/MS,,,,,,,,97564,Aarav,73,M,,false,true,false,101,false,
476308,2025-11-04,7904166410,3,2,true,Mon Nov 03 2025 06:41:45 GMT+0530 (India Standard Time),Mon Nov 03 2025 06:41:45 GMT+0530 (India Standard Time),7495,6137,4670,6137,9,3,PNR001462,CNF,476308,,40,CNF,SL1/40/SU,SL1/40/SU,Mon Nov 03 2025 06:41:45 GMT+0530 (India Standard Time),Mon Nov 03 2025 06:41:45 GMT+0530 (India Standard Time),SL1,SU,68813,40,CNF,160752,Hari,3,M,,true,false,true,284250,false,
157734,2025-11-04,9963278283,2,0,true,Sat Nov 01 2025 08:11:54 GMT+0530 (India Standard Time),Sat Nov 01 2025 08:11:54 GMT+0530 (India Standard Time),8233,6822,2727,6822,8,1,PNR001478,CNF,,,,CNF,EC3/42/AS,EC3/42/AS,,,,,,,,53323,Suraj,24,M,,false,false,true,1131,false,
399046,2025-11-04,9727953326,4,0,false,Sat Nov 01 2025 22:21:55 GMT+0530 (India Standard Time),Sat Nov 01 2025 22:21:55 GMT+0530 (India Standard Time),6685,260,5317,260,5,9,,,,,,,,,,,,,,,,134621,Divyashree,62,F,,false,true,false,854,false,
511713,2025-11-04,6612212007,6,0,true,Mon Nov 03 2025 07:43:29 GMT+0530 (India Standard Time),Mon Nov 03 2025 07:43:29 GMT+0530 (India Standard Time),6679,8130,4758,8130,8,3,PNR001456,CNF,,,,CNF,EC1/16/WS,EC1/16/WS,,,,,,,,172703,Rohin,50,M,,false,false,true,915350,false,
405869,2025-11-04,6426064773,5,0,true,Sat Nov 01 2025 22:33:31 GMT+0530 (India Standard Time),Sat Nov 01 2025 22:33:31 GMT+0530 (India Standard Time),957,3352,8303,3352,2,1,PNR001461,CNF,,,,CNF,A3/16/SU,A3/16/SU,,,,,,,,136885,Raghavendra,30,M,,false,false,true,1239,false,
528596,2025-11-04,9633072376,3,1,true,Mon Nov 03 2025 08:13:02 GMT+0530 (India Standard Time),Mon Nov 03 2025 08:13:02 GMT+0530 (India Standard Time),7664,6873,7507,6873,10,1,PNR001464,CNF,,,,CNF,2s1/65/MS,2s1/65/MS,,,,,,,,178340,Tanvi,55,F,,false,true,false,50,false,
215755,2025-11-04,9413944069,2,0,true,Sat Nov 01 2025 09:37:38 GMT+0530 (India Standard Time),Sat Nov 01 2025 09:37:38 GMT+0530 (India Standard Time),8218,2974,4565,2974,8,5,PNR001482,CNF,,,,CNF,EC1/9/WS,EC1/9/WS,,,,,,,,73006,Divyashree,31,F,,false,false,true,1059,false,
96032,2025-11-04,6680271489,5,0,true,Sat Nov 01 2025 06:42:40 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:42:40 GMT+0530 (India Standard Time),806,353,267,353,10,1,PNR001469,CNF,,,,CNF,D8/20/MS,D8/20/MS,,,,,,,,32503,Subhash,45,M,,false,false,true,133.5,false,
442936,2025-11-04,8665347340,2,0,true,Sun Nov 02 2025 22:42:25 GMT+0530 (India Standard Time),Sun Nov 02 2025 22:42:25 GMT+0530 (India Standard Time),205,8528,7821,8528,10,9,PNR001466,CNF,,,,CNF,2s1/61/WS,2s1/61/WS,,,,,,,,149436,Pallavi,23,F,,false,false,true,146,false,
321816,2025-11-04,6892280377,2,0,false,Sat Nov 01 2025 12:22:01 GMT+0530 (India Standard Time),Sat Nov 01 2025 12:22:01 GMT+0530 (India Standard Time),7286,4293,5844,4293,10,5,,,,,,,,,,,,,,,,108751,Tanuja,59,F,,false,true,false,154.5,false,
584248,2025-11-04,9562139290,4,0,true,Mon Nov 03 2025 21:27:22 GMT+0530 (India Standard Time),Mon Nov 03 2025 21:27:22 GMT+0530 (India Standard Time),1535,7294,2513,7294,10,3,PNR001467,CNF,,,,CNF,D1/95/MS,D1/95/MS,,,,,,,,197244,Bhavya,33,F,,false,false,true,109.5250,false,
186118,2025-11-04,7853246799,5,0,true,Sat Nov 01 2025 08:53:31 GMT+0530 (India Standard Time),Sat Nov 01 2025 08:53:31 GMT+0530 (India Standard Time),754,4737,1580,4737,1,1,PNR001483,CNF,,,,CNF,1A4/16/UB,1A4/16/UB,,,,,,,,62947,Chandan,57,M,,false,false,true,4360,false,
616194,2025-11-04,9281205577,6,0,true,Mon Nov 03 2025 22:38:20 GMT+0530 (India Standard Time),Mon Nov 03 2025 22:38:20 GMT+0530 (India Standard Time),1556,4601,8346,4601,9,4,PNR001467,CNF,616194,,29,CNF,SL1/29/MB,SL1/29/MB,Mon Nov 03 2025 22:38:20 GMT+0530 (India Standard Time),Mon Nov 03 2025 22:38:20 GMT+0530 (India Standard Time),SL1,MB,50515,29,CNF,208053,Shreya,26,F,,false,false,true,342400,false,
526591,2025-11-04,9425634383,2,1,true,Mon Nov 03 2025 08:09:36 GMT+0530 (India Standard Time),Mon Nov 03 2025 08:09:36 GMT+0530 (India Standard Time),6951,4776,4957,4776,1,1,PNR001478,CNF,,,,CNF,1A1/22/UB,1A1/22/UB,,,,,,,,177682,Latha,45,F,,false,false,true,1630,false,
25895,2025-11-04,9638285376,2,0,true,Fri Oct 31 2025 21:45:50 GMT+0530 (India Standard Time),Fri Oct 31 2025 21:45:50 GMT+0530 (India Standard Time),6691,2277,2016,2277,8,9,PNR001526,CNF,,,,CNF,EC1/9/WS,EC1/9/WS,,,,,,,,8737,Savita,59,F,,false,true,false,652.5,false,
77116,2025-11-04,9746797959,2,0,true,Sat Nov 01 2025 06:13:16 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:13:16 GMT+0530 (India Standard Time),330,6524,8034,6524,1,1,PNR001491,CNF,,,,CNF,1A3/19/LB,1A3/19/LB,,,,,,,,26119,Maya,30,F,,false,false,true,2935,false,
183890,2025-11-04,7234682234,5,1,true,Sat Nov 01 2025 08:50:12 GMT+0530 (India Standard Time),Sat Nov 01 2025 08:50:12 GMT+0530 (India Standard Time),1243,7577,26,7577,2,1,PNR001460,CNF,,,,CNF,A2/28/SU,A2/28/SU,,,,,,,,62183,Balakrishna,3,M,,true,false,true,5061,false,
609513,2025-11-04,7427371717,5,0,true,Mon Nov 03 2025 22:23:37 GMT+0530 (India Standard Time),Mon Nov 03 2025 22:23:37 GMT+0530 (India Standard Time),8116,5844,1305,5844,8,4,PNR001469,CNF,,,,CNF,EC1/19/AS,EC1/19/AS,,,,,,,,205803,Suraj,45,M,,false,false,true,1239500,false,
355404,2025-11-04,8517096254,1,0,true,Sat Nov 01 2025 21:07:58 GMT+0530 (India Standard Time),Sat Nov 01 2025 21:07:58 GMT+0530 (India Standard Time),7687,2241,4290,2241,3,6,PNR001473,CNF,,,,CNF,B1/4/LB,B1/4/LB,,,,,,,,120002,Jitendra,44,M,,false,false,true,2461,false,
160577,2025-11-04,8844424211,1,0,true,Sat Nov 01 2025 08:16:00 GMT+0530 (India Standard Time),Sat Nov 01 2025 08:16:00 GMT+0530 (India Standard Time),6956,6650,2763,6650,4,1,PNR001455,CNF,,,,CNF,EC3/39/SL,EC3/39/SL,,,,,,,,54287,Aarav,53,M,,false,false,true,1050,false,
123323,2025-11-04,7835439063,4,1,true,Sat Nov 01 2025 07:22:32 GMT+0530 (India Standard Time),Sat Nov 01 2025 07:22:32 GMT+0530 (India Standard Time),7521,8126,4564,8126,2,1,PNR001466,CNF,,,,CNF,A2/25/LB,A2/25/LB,,,,,,,,41780,Rajesh,6,M,,false,false,true,1998,false,
106638,2025-11-04,6944094315,6,0,true,Sat Nov 01 2025 06:57:56 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:57:56 GMT+0530 (India Standard Time),7413,5690,7296,5690,10,1,PNR001476,CNF,,,,CNF,2s2/21/AS,2s2/21/AS,,,,,,,,36085,Parvathi,57,F,,false,true,false,34.75,false,
46524,2025-11-04,6166872271,3,2,true,Fri Oct 31 2025 22:19:02 GMT+0530 (India Standard Time),Fri Oct 31 2025 22:19:02 GMT+0530 (India Standard Time),7420,1639,8633,1639,4,1,PNR001514,CNF,,,,CNF,EC2/19/UB,EC2/19/UB,,,,,,,,15704,Mamatha,19,F,,false,false,true,436,false,
558030,2025-11-04,9214766582,5,0,true,Mon Nov 03 2025 20:40:14 GMT+0530 (India Standard Time),Mon Nov 03 2025 20:40:14 GMT+0530 (India Standard Time),7293,3241,2045,3241,10,1,PNR001465,CNF,,,,CNF,2s1/97/WS,2s1/97/WS,,,,,,,,188339,Vaishnavi,63,F,,false,true,false,46.5,false,
308004,2025-11-04,6535503776,6,0,true,Sat Nov 01 2025 11:57:45 GMT+0530 (India Standard Time),Sat Nov 01 2025 11:57:45 GMT+0530 (India Standard Time),6833,353,7283,353,10,9,PNR001473,CNF,,,,CNF,2s2/13/WS,2s2/13/WS,,,,,,,,104035,Deepa,64,F,,false,true,false,59.25,false,
92921,2025-11-04,7984970871,3,2,true,Sat Nov 01 2025 06:38:11 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:38:11 GMT+0530 (India Standard Time),7557,2487,5521,2487,9,1,PNR001481,CNF,92921,,653,CNF,SL10/5/MB,SL10/5/MB,Sat Nov 01 2025 06:38:11 GMT+0530 (India Standard Time),Sat Nov 01 2025 06:38:11 GMT+0530 (India Standard Time),SL10,MB,69892,5,CNF,31451,Sandeep,2,M,,true,false,true,217,false,
224435,2025-11-04,8883311846,3,1,true,Sat Nov 01 2025 09:50:19 GMT+0530 (India Standard Time),Sat Nov 01 2025 09:50:19 GMT+0530 (India Standard Time),6965,7246,7869,7246,3,1,PNR001476,CNF,,,,CNF,B2/24/SU,B2/24/SU,,,,,,,,75909,Manisha,43,F,,false,false,true,712.5,false,
